"Date / Time","City","State","Shape","Duration","Summary","Posted"
"1/19/14 12:00","Dania Beach","FL","Rectangle","5 minutes","Huge silver/gold object by I-95 in broad daylight.","1/24/14"
"1/19/14 07:00","Camp Verde","AZ","Fireball","2 hours","Very scary.","1/24/14"
"1/19/14 04:47","Nixon","TX","Circle","27 minutes","Flashing object in Nixon, TX.","1/24/14"
"1/19/14 02:30","Southfield","MI","Disk","hours","Circular with colors.","1/24/14"
"1/18/14 23:39","Tacoma","WA","Light","20 seconds","Slow blinking white light hovering over port area then vanished.","1/24/14"
"1/18/14 23:00","Moncks Corner","SC","Other","","I saw these objects while driving so i took 2 pictures, they look like gold starts untill you zoom in.","1/24/14"
"1/18/14 23:00","Pawtucket","RI","Triangle","3 minutes","Saw a triangle ufo hovering over the the street. Started to come straight towards us and then took a sharp turn to the right and flew a","1/24/14"
"1/18/14 22:30","Kirksville","MO","Circle","15 minutes","Late very clear night ,circular object ,red lights fading on and off ,huge,silent moving extremely slow!","1/30/14"
"1/18/14 22:30","Westminster","CA","Light","1 minute","Single craft bright red and green lights moving very fast and changing directions often.  NOT helicopter RC?  Too fast I say?","1/24/14"
"1/18/14 22:05","Boca Raton","FL","Formation","10 minutes","Saw 3 reddish orbs in a V formation, and 3 minutes afterwards saw 3 more orbs.","1/24/14"
"1/18/14 21:50","Lake Tawakoni","TX","Fireball","2 minutes","Five Round, bright, low flying objects flying silently from north to south 8 to 10 seconds apart at constant speed.","1/24/14"
"1/18/14 21:30","Lake Havasu City","AZ","Fireball","5 minutes","3 bright orange, low flying objects at high speed.","1/24/14"
"1/18/14 21:00","Lake Havasu City","AZ","Fireball","5 minutes","Three bright orange balls moving silently at high speed.","1/24/14"
"1/18/14 21:00","Royal Palm Beach","FL","Other","30-60 minutes","About 9:pm on January 18th I was comming home from shoppping and I saw an unusual sight in the west of royal palm beach florida a row o","1/24/14"
"1/18/14 21:00","Easton","MD","Light","10 seconds","A big flash of white light by the moon followed by a very bright light that skipped across the sky then faded to black.","1/24/14"
"1/18/14 20:45","Columbia","MD","Cigar","15 minutes","There ufos spotted over Columbia, MD.","1/24/14"
"1/18/14 20:45","Portland","OR","","1 minute","I was sitting in my family room watching the tv. We have  high  ceilings in the family room with windows and can see the sky. All of a","1/24/14"
"1/18/14 20:45","Phoenix","AZ","Fireball","5 minutes","Orange, flickering and flaming object moving on a very rapid and straight path heading southeast across at about constant speed.","1/24/14"
"1/18/14 20:30","Saco","ME","Fireball","1 minute","Not a jet it stop in dead in the sky.","1/24/14"
"1/18/14 20:30","Roseburg","OR","Oval","2 hours","Slow moving orbs seen slow.","1/24/14"
"1/18/14 20:30","Huntington","WV","Fireball","3 minutes","Was driving home from store and looked up and saw an orange fire ball in the sky at first i thought it was a meteor but then it hover a","1/24/14"
"1/18/14 20:00","Clarksville","TN","Other","10 minutes","A camouflage cloaking invisibility technology.","4/18/14"
"1/18/14 20:00","Willits","CA","Fireball","8 minutes","Fireballs in the sky over Willits, Ca.","1/24/14"
"1/18/14 20:00","Tampa","FL","Sphere","15 minutes","Orange lights in the sky.","1/24/14"
"1/18/14 20:00","Jackson","LA","Sphere","15 minutes","18 orange lights following same path making no noise and fading out after passing overhead.","1/24/14"
"1/18/14 19:15","Carteret","NJ","Triangle","1-2 minutes","Black Triangle craft, very large, whites lights on end only.  Helo on its tale, then craft disappeared.","1/24/14"
"1/18/14 18:20","Durham","NC","Triangle","15 minutes","7-8 orange objects forming a triangle and V shape. Stationary position for several minutes.","1/24/14"
"1/18/14 18:15","Huntersville","NC","Light","3 seconds (twice)","Strange light similar to meteorite suddenly turns in perpendicular direction.  Seen again moving across sky and moving up.","1/24/14"
"1/18/14 18:00","Tujunga","CA","Sphere","5 minutes","Saw a reddish light move up from the little tujunga mountain on the south side. The object went up and down very quickly in a perfect a","1/24/14"
"1/18/14 10:00","Miami Beach","FL","Other","10 minutes","I was walking in side my house with my girlfriend when we decided to go outside. so we go,walking as normal when we see this bright lik","1/24/14"
"1/18/14 09:06","St. George","UT","Sphere","1 minute","High speed! Very colorful, chased by military helicopters a few minutes later.","1/24/14"
"1/18/14 08:45","Waddell","AZ","Light","2 minutes","Approximately 12 red lights staying in formation over white tank mountains around 8:45 p.m. Dissapearing one by one.","1/24/14"
"1/18/14 03:10","Denver","CO","Light","2 minutes","Green light moving erratically over Stapleton at 3 am.","1/24/14"
"1/18/14 00:10","Wichita","KS","Light","90 minutes","Bright white lights moving around south west Wichita just above cloud cover.","1/24/14"
"1/18/14 00:00","Paterson","NJ","Light","8 minutes","Brilliant light coming and going Roaring noise.","1/24/14"
"1/17/14 22:35","Troy","OH","Sphere","3 minutes","A sphere with several red and white lights, hovering at first and then flew out of sight at lightning speed!","1/24/14"
"1/17/14 22:30","Naples","FL","Light","10-15 minutes","Orange and white lights traveling across the sky.","1/24/14"
"1/17/14 21:15","Muscat (Sultanate of Oman)","","Cigar","10-15 seconds","Individually technologically explainable, except speed and collectively improbable.","1/24/14"
"1/17/14 21:00","Raleigh","NC","Circle","3 minutes","Orange light over North Raleigh.","1/24/14"
"1/17/14 19:35","Santa Ana","CA","Light","2 minutes","Yellow light in the flight path of a 747 that quickly vanished as the plane got it it's sight  over garden grove ca.","1/24/14"
"1/17/14 19:30","Quartzite","AZ","Light","3-4 minutes","Orange light rising above eastern horizon then traveling easterly out of sight.  ((NUFORC Note:  Witness is pilot.  PD))","1/24/14"
"1/17/14 18:30","Lacey","WA","Formation","~2 minutes","Red and blue light formation seen by 6 people streak from north to south, then back north, hover, then dropped slowly beyond tree line.","1/24/14"
"1/17/14 18:00","Broomfield","CO","Other","10 minutes","Three strange lights in triangular formation, one brighter than any aircraft I have ever seen; one passed overhead.","3/18/14"
"1/17/14 17:10","Elkford (Canada)","BC","Light","10 second","As the sun was setting about 4 finger widths above the sun in the west/southwest was what looked like a really bright star even though","1/24/14"
"1/17/14 17:00","Harrisburg","PA","","5 minutes","2 fireballs in sky.","1/24/14"
"1/17/14 13:00","Glenpool","OK","Unknown","5:00","Two streams flying into each other.","1/24/14"
"1/17/14 13:00","Conroe","TX","Sphere","7 seconds","Riding bus looked out window and saw a silver sphere.","1/24/14"
"1/17/14 12:20","Glen Burnie","MD","Other","5 minutes","Boomerang  shaped moving very fast, descending , from northwest to east then back west and then I  lost sight of the object seem to be","1/24/14"
"1/17/14 11:00","Desert Center","CA","Sphere","5 minutes","Mystery objects seen over Desert Center Ca and disappeared thru a puff of smoke.","1/24/14"
"1/17/14 08:30","Grand junction","CO","Light","30 minutes","Four red lights slowly moving, high above.","1/24/14"
"1/17/14 06:45","Maricopa","AZ","Sphere","30 minutes","2 bright pulsating stars and three orange orbs.","1/24/14"
"1/17/14 05:00","Sweet Lake","LA","Sphere","5 minutes","Bright ""Star-Shaped"" object, possibly out of the Atmosphere, that could move up, down and sideways, and Fade in and Out on B","3/18/14"
"1/17/14 02:45","Orlando","FL","Cylinder","5 minutes","Blue cylinder over east Orlando erratic flying/flashing inject.","1/24/14"
"1/17/14 02:18","Las Vegas","NV","Light","3 minutes","Blue strobe light floating in red rock around 02:17am.","1/24/14"
"1/17/14","Garden Ridge","TX","","","Have you drawn any relationship to Crystal City, TX ufo report on 1-15 (SW side of San Antonio) to Garden Ridge, TX (NW side of San Ant","2/7/14"
"1/16/14 23:16","Coldwater","MS","Circle","4 minutes","White, ball-like objects hovering in sky. Glowing and shining after a few minutes, flew away slowly.","1/24/14"
"1/16/14 23:00","Covington","KY","Circle","A few seconds","Saw 5-6 pulsing lights in a circular shape slowly moving across the sky low to the ground.","1/24/14"
"1/16/14 23:00","Miami","FL","Other","0.30","Red round light, southeast of Kendall, saw it for 30 seconds it just vanish in front of My eyes, at 11:07 pm, for sure not an airplane,","1/24/14"
"1/16/14 22:00","Menifee","CA","Sphere","3 minutes","Sphere light ball dimming out then pulsating an tranforming to plane lights an moving north west when noticed.","1/24/14"
"1/16/14 22:00","Clermont","FL","Unknown","0:10","Flyby of an unknown object creating a very low frequency humming / pulsating sound.","1/24/14"
"1/16/14 21:25","Loxahatchee","FL","Sphere","5-7 minutes","Round pure white glowing light moving back and forth up and down with speed and movements not capable by any helicopter or plane.","1/24/14"
"1/16/14 21:10","Bolivia","NC","Light","","6 orange lights above tree tops.","1/24/14"
"1/16/14 20:00","Shartlesville","PA","Unknown","2 minutes","Red, blue, green flashing lights with intermittent bright white pinpoint lights quickly and randomly flashing.","1/24/14"
"1/16/14 20:00","Buckhead","GA","Triangle","1 hour","I was driving in Atlanta and saw a triangular craft with five lights circling the sky; lasted about 1 hour, was no plane I've ever seen","2/14/14"
"1/16/14 19:00","North Chesterfield","VA","Formation","5 minutes","String of 5 red lights heading east.","1/24/14"
"1/16/14 19:00","Glenpool","OK","Rectangle","1-2 minutes","Several different colored lights in the sky.","1/24/14"
"1/16/14 19:00","Forsyth","MO","Fireball","3 minute","Fire in the sky.","1/24/14"
"1/16/14 18:40","Corinth","NY","Light","5 minutes","My wife noticed several yellow/orange lights in a west/south west direction.  After stopping the car, while using power lines as a refe","1/24/14"
"1/16/14 18:30","Cary","NC","Triangle","10 minutes","6 Triangular hovering craft with synchronized lights.","1/24/14"
"1/16/14 18:27","Birmingham","AL","Formation","40 seconds","Rotating lights moving rapidly across the sky.","1/16/14"
"1/16/14 18:15","McAllen","TX","Teardrop","5 minutes","My mother and I were traveling South on Biccentennial, when we got to the stoplight of Dove and Bicentennial at approximately 18:15.  W","1/24/14"
"1/16/14 18:00","Canon City","CO","Sphere","20 seconds","Bright, round object flashed brilliant white before climbing at a high rate of speed.","1/24/14"
"1/16/14 17:30","Belgrade","MT","Unknown","1 minutes","Low frequentcy sound vibration...like a horn.","1/24/14"
"1/16/14 11:00","UNKNOWN FLYING @ 39,000&quot;","GA","Other","30 SECONDS","MY WIFE AND I WERE FLYING ON SOUTHWEST FLIGHT 686 FROM ST. LOUIS TO FORT LAUDERDALE ON  1/16/14 AFTER CRUISING FOR APPX.1 HOUR AT 39,00","2/7/14"
"1/16/14 08:30","Edmonton (Canada)","AB","Formation","20 minutes","Metallic cloud cloaked object made up of three orb shaped components hovering in sky in broad daylight by international airport.","3/27/14"
"1/16/14 01:00","Shoreline","WA","Other","4:00","Their was no visual site due to very heavy fog.  I believe this fog is on purpose to hide how huge these crafts are.","1/24/14"
"1/15/14 22:30","Stewartstown","PA","Light","Unknown","Flashing red/blue circular lights in eastern sky at night; did not move, simply went out.","1/16/14"
"1/15/14 21:30","Deleon Springs","FL","Circle","5 minutes","Tons of white floating objects in formation, during night.","1/16/14"
"1/15/14 21:10","North Sutton","NH","Unknown","10 minutes","Three unidentified smoke trails followed by super fast super high jets.","1/16/14"
"1/15/14 21:00","Peachtree city","GA","Sphere","20 seconds","3 lights in a straight line, 2 red and one white.","4/4/14"
"1/15/14 21:00","Peachtree City","GA","Sphere","20 seconds","3 lights in a straight line, 2 red and one white","1/16/14"
"1/15/14 20:45","Crystal City","TX","Flash","5 seconds","Extremely bright bursts of white light moving at high speed approx. 200 feet above the ground.","1/16/14"
"1/15/14 20:30","Dacula/Auburn","GA","Unknown","7 minutes","Long string of red pulsating sequential lights moving in a northerly direction.","1/16/14"
"1/15/14 20:30","Covington","GA","Light","5 minutes","Weird.","1/16/14"
"1/15/14 20:15","Loganville","GA","Light","2 minutes","5 to 7 aircraft in tight, yet scattered formation, with flashing red light, no noise.","1/16/14"
"1/15/14 20:10","Campbell","CA","Fireball","4 minutes","Single fireball spotted over Silicon Valley.","1/16/14"
"1/15/14 20:00","Williamston","SC","Formation","3 minutes","A linear pattern of 12 reddish lights moving to the South.","1/16/14"
"1/15/14 20:00","Lilburn","GA","Changing","~1 hour","Red and white/yellow stars formed a large, moving cluster then formed into a straight line moving northwest in the sky.","1/16/14"
"1/15/14 20:00","Conyers","GA","Formation","10 minutes","Massive/Quiet red and white light craft.","1/16/14"
"1/15/14 19:45","St. Stephen","SC","Sphere","12 minutes","Either 1 large craft or 6 objects, 4 escorting 2.","1/24/14"
"1/15/14 19:30","Kihei","HI","Circle","4 minutes","An orange hovering light moving very slowly, occasionally hovering, then moving north very fast.","1/16/14"
"1/15/14 19:30","Birmingham","AL","Formation","~1 minutes","Red and white lights appearing to be connected.  Large string of lights.","1/16/14"
"1/15/14 19:00","Garner","NC","Disk","5 minutes","7 Red Lights.","1/24/14"
"1/15/14 17:45","Mountain Brook","AL","Light","1-2 minutes","Pulsing light hovering, stationary and moving slowly over busy rush hour traffic - NOT a helicopter.","1/16/14"
"1/15/14 14:30","Spearsville","LA","Triangle","45 minutes","12-15 lights, rounded corner triangle shape, hovered & tilted fluidly, disappeared after 45 min, complete silence.","1/24/14"
"1/15/14 14:30","Dana Point","CA","Sphere","20 minutes","Black object flew around coastal cloud, then flew into the cloud, cloud dissipated 20 min. later.","4/11/14"
"1/15/14 13:00","Pleasant Grove","AR","Disk","10-15 seconds","The object was stationary, color of shiny brass, Gave me the feeling of being 'huge, and far away'.","2/14/14"
"1/15/14 12:00","Tallahassee","FL","Teardrop","5-10 minutes","Multiple roundish or teardrop shape orbs seen during the daytime.","1/16/14"
"1/15/14 05:30","El Dorado Hills","CA","Light","30 minutes","Bright blinking light very far away that moved right to left and vertically with 2 smaller object's leaving it.","1/16/14"
"1/15/14 03:30","Paia","HI","Sphere","2 minutes","On 1/15/14 I Saw a golden sphere shaped object hovering over the water on the North Shore at 3:30am.","1/24/14"
"1/15/14","Crystal Spring (near)","TX","Oval","1 minute","Bright light in the sky, lasted one minute, moving very fast.","1/24/14"
"1/15/14","Kealia","HI","Fireball","20 minutes","Fireball w- chinese laturns and parade of triangles.","1/24/14"
"1/14/14 23:00","Talkitna","AK","","3 seconds","This is one you can see for yourself. TV show on IDHD Channel. ""Ice Cold Killers"" Season 2 episode2 &quot;fear Thy Neighbor&q","1/16/14"
"1/14/14 22:40","Kimberly","ID","Fireball","3-5 minutes","Several Fireball follwed by three red triangles.","1/16/14"
"1/14/14 21:27","Seattle (Shoreline district)","WA","Light","45 seconds","Bright light, zig zagging eastward, visible from 98133.","1/16/14"
"1/14/14 21:00","Salinas (Puerto Rico)","","Triangle","5 minutes","Triangular expeditionary craft hovering making no sounds.","1/24/14"
"1/14/14 20:50","Waimanalo","HI","Fireball","5 seconds","I saw an orange fireball with flames trailing as it shot diagonally across the sky and disappeared behind the nearby mountain range.","1/16/14"
"1/14/14 19:35","Roanoke","VA","Light","~2 minutes","Bright, reddish-orange light moving in the night sky above Roanoke, Va.","1/16/14"
"1/14/14 18:45","Fredonia","KS","Light","4 minutes","Three people see orange lights in the western sky at night. One dims and re-lights in a horizontal row. 50 second video taken.","1/24/14"
"1/14/14 18:45","Eureka","KS","Other","4 minutes","Three vertical yellowish-orange balls lit up the Eastern night sky.","1/16/14"
"1/14/14 18:30","Surfside Beach","SC","Unknown","30 seconds","While standing in  my garage looked toward the ocean and quite a distance off and far above the ocean I seen one round orange light. A","1/16/14"
"1/14/14 17:45","West Kelowna (Canada)","BC","Other","15 minutes","Large light bigger than fullmoon moving in a circular and oval orbit in the sky above cloud line.","1/16/14"
"1/14/14 08:50","Mumbai (India)","","Light","1 minutes","3 orange lights leading to same place. one was very large and golden lights flashing.","1/16/14"
"1/14/14 06:30","Yates Center","KS","Light","10 minutes","Lights moving in a distinct pattern.","1/24/14"
"1/14/14 06:00","Palestine","TX","Triangle","5 minutes","Long triangular, wing shaped, black aircraft, with two down facing, constant green lights and one flashing red light.","1/16/14"
"1/14/14 05:15","Angleton","TX","Flash","1-3 seconds","Impact flash in brazoria county texas.","1/24/14"
"1/14/14 02:00","Flossmoor","IL","Triangle","30-60 minutes","Triangular Shaped UFOs with Lights Silently Hovering in the Western Sky in Illinois.","1/16/14"
"1/14/14 00:35","Myrtle Beach","SC","Circle","5 seconds","Strobing orange circular lights in a line two sets of three lights over the ocean.","1/16/14"
"1/14/14 00:34","Belgrade (Serbia)","","Unknown","4 minutes","Three orange flying objects fly above me, they were making no sounds, about 20 meters off the ground.","1/16/14"
"1/13/14 22:22","Holts Summit","MO","Changing","5 minutes (both)","Its Baaaaaack !!!!  5th year same time same place.","1/16/14"
"1/13/14 21:00","Erzincan Central (Turkey)","","Light","3 hours","Hundreds ufos flew from very high altitude one after another and perhaps more i have not seen.","1/30/14"
"1/13/14 21:00","Clarksburg","MD","Cigar","3-4 seconds","A ball of orange light appeared in the night sky, may be a possible meteor.","1/16/14"
"1/13/14 20:30","Rushville","IN","Triangle","Unknown","2 non-blinking lights (one red and one blue) on a stationary, triangular object","1/16/14"
"1/13/14 20:30","Rushville","IN","Triangle","Unknown","2 non-blinking lights (one red and one blue) on a stationary, triangular object.","1/16/14"
"1/13/14 18:50","Tinley park","IL","Light","2-3","Light over Tinley Park.  No sound or running lights.","1/16/14"
"1/13/14 18:45","Greensboro","NC","Teardrop","3 minutes","Silent, bright white falling comet like object/light. Still then veering to the left.","1/16/14"
"1/13/14 18:30","Boone","IA","Triangle","4 minutes","Saw in S sky over town bright light thought was air craft lights turnd to blue and red dimmed.  stoped at trafic light observed c","1/16/14"
"1/13/14 18:00","Willow Springs","NC","Chevron","10 minutes","3 objects in formation looking stationary with no noise.  At first looked like three bright lights.  Then they appeared in a chevron sh","1/16/14"
"1/13/14 18:00","Sioux City","IA","Circle","2 minutes","4 bright orange balls of light moving silently through the sky - about the height a helicopter would fly.","1/24/14"
"1/13/14 18:00","Henderson/Thronton/Brighton","CO","Fireball","25 minutes","These lights were not normal aircraft.","1/16/14"
"1/13/14 17:50","Lorton","VA","Circle","2 seconds","Bright blue large fast moving circular object.","1/16/14"
"1/13/14 13:45","Carson","CA","Sphere","1 minute","Silver hovering sphrere over Carson, CA.","1/16/14"
"1/13/14 06:47","San Antonio","TX","Fireball","3 seconds","Two fast moving fireballs spotted over Medical Drive, San Antonio.","1/16/14"
"1/13/14 06:00","Hugoton","KS","Flash","1 hour","((HOAX??))  Way bright light that does not move at all.  Not even a bit.","2/14/14"
"1/13/14 03:15","Southwick","MA","Light","15-20 minutes","Bright ""twinkling"" light appeared to be stationary and faded significantly during ~20 minutes of observation.","1/16/14"
"1/13/14 03:10","Agawam","MA","Light","20 minutes","UFO, Agawam MA 1/13/14, white, blue, orange lights, slow moving, silent, impossible aviation moves, 3:10 am.","1/24/14"
"1/13/14 01:00","Watchung (Watchung Mountain; viewed from)","NJ","Light","1 second","Big ball of bright yellow light.","1/16/14"
"1/12/14 23:31","New Sharon","ME","Oval",">60 minutes","One object, very bright, white, oblong, dark spot in the center. about half the size of a typical full moon, and brighter than a typica","1/16/14"
"1/12/14 23:30","Haledon","NJ","Circle","10-15 minutes","Bright red/orange circular object in the SE sky.","1/16/14"
"1/12/14 23:30","Newington (Canada)","ON","Teardrop","3 minutes","Gold shimmering lights.  Stationary until I was watching, then moved quickly.","1/16/14"
"1/12/14 22:35","Dallas","GA","Oval","2 minutes","Beautiful lighted egg shape floated over my head!","1/16/14"
"1/12/14 22:30","Annapolis Valley (Canada)","NS","Flash","3 minutes","I was driving down the annapolis valley in Nova Scotia Canada and suddenly the whole sky was filled with multiple-colored flashes...lik","1/24/14"
"1/12/14 22:00","Louisville","IN","Sphere","40 minutes","White orb outside of plane on flight from Atlanta to Chicago.","7/26/14"
"1/12/14 21:05","Inchelium","WA","Triangle","2 minutes","Triangle Flying over Columbia River Colville Reservation.","1/16/14"
"1/12/14 20:15","Hartwell","GA","Triangle","10 seconds","PILOT REPORT:  3 dim orange lights in triangle formation moving at high speed before separating in different directions.","1/16/14"
"1/12/14 20:15","Cleveland","OH","Light","4 minutes","15 balls of light moving quite fast in a line towards Lake Erie.","1/16/14"
"1/12/14 19:45","New Sharon","ME","Circle","20 minutes","Very bright white circle... occasionally small explosions of orange that seemed to propel the vessel.","1/16/14"
"1/12/14 19:45","New Sharon","ME","Circle","20 minutes","Very bright white circle... occasionally small explosions of orange that seemed to propel the vessel.","1/16/14"
"1/12/14 19:30","Rochester","NY","Light","2 minutes","At approximately 7:30 pm , my wife and I witnessed an orange glow in the southwest sky. The glow became larger as it got closer.  There","1/16/14"
"1/12/14 19:00","Clawson","MI","Rectangle","60 seconds","Lighted square and large aircraft.","6/4/14"
"1/12/14 19:00","Easton","PA","Light","","Five or six bright red lights sighted from Easton Pa. at around 7:15pm January 12th, 2014, from the east, and then all of them disappea","1/16/14"
"1/12/14 18:30","Palatka","FL","Fireball","7 minutes","Three fireballs moving slowly across sky.","1/16/14"
"1/12/14 18:00","Burton on Trent  (Staffordshire) (UK/England)","","Light","3 minutes","Red/green lights moving at various speeds.","1/16/14"
"1/12/14 18:00","New Orleans","LA","Light","","Notice a straight line in sky like a jet would make. But we could not find a jet in the sky. Then seconds later we notice a object wth","1/16/14"
"1/12/14 17:45","River Vale","NJ","Egg","4 seconds","BRILLIANT WHITE OBJECT MOVED ACROSS EASTERN SKY, LEFT NO TRAIL ARCED DOWNWARD NEVER LOOSING ITS BRILLIANCE AND DISAPPEARED BEHIND TREES","1/16/14"
"1/12/14 17:23","Mukilteo/Everett","WA","Unknown","3 minutes","Weird high pitch noises pulsing, weird BOOM out of nowhere. Previous sighting: electronic BOOM noise, ripples in the clouds.","1/16/14"
"1/12/14 17:15","Georgetown","KY","Light","45 minutes","Orange streaks of light over Georgetown.","1/16/14"
"1/12/14 17:10","Ellington","CT","Fireball","5 seconds","Fireball seen in CT sky.","1/16/14"
"1/12/14 17:00","Inverness","MS","Cigar","15 minutes","500 foot wide silver object moved over 2 1000 foot radio towers no sound then disapiered.","1/16/14"
"1/12/14 17:00","Great Falls","MT","Unknown","","Hello from Montana, I spoke to you and providedd 2 reports, I checked to see if they were filed and found none.I will proceed to report","1/16/14"
"1/12/14 15:30","Melbourne","FL","Cylinder","15 minutes","Five photos were taken.   ((NUFORC Note:  Possible bird in flight, we believe?  Either a seagull, or a pelican, we suspect.  PD))","1/16/14"
"1/12/14 13:35","Huntsville","AL","Disk","8 minutes","Daylight-Saucer with cloud and two other lights.","1/16/14"
"1/12/14 13:35","Marion","SC","Disk","3 minutes","Black saucer over Marion, SC.","1/16/14"
"1/12/14 13:25","Charlotte","NC","Cigar","10","I caught two UFO's side by side over Bank of America Stadium during the Playoff game of SF 49ers vs NC Panthers om Sunday 1-12-14","1/16/14"
"1/12/14 11:00","Fort Collins","MI","Sphere","1 minute","Red Light Balls hovering Then Fade Out","2/14/14"
"1/12/14 11:00","Chambersburg","PA","Cigar","10-15 minutes","2 white cigar-shaped objects with a central black band traveling east to west.","1/24/14"
"1/12/14 10:00","Northern Cambria","PA","Circle","2-3 minutes","Object with light increasing directly up.","1/16/14"
"1/12/14 00:56","Lawton","OK","Teardrop","5 seconds","Very light blue flame heading towards the ground.","1/16/14"
"1/12/14 00:05","Northport","NY","Diamond","30 seconds","Orange orb leading d diamond shaped glowing orange with green white lights in middle heading N over Eaton's Neck, NY.","1/16/14"
"1/11/14 00:00","Mountlake Terrace","WA","Light","2 minutes","20 red/orange lights rising up in the sky for short time then disappeared.","1/16/14"
"1/11/14 22:40","Davie","FL","Fireball","10 minutes","We were looking at the sky, and from the southwest saw an orange ball of light flying toward us. As it passed overhead, there was no so","1/16/14"
"1/11/14 22:25","New York City (Queens)","NY","Light","1 minutes","((POSSIBLE HOAX??))  2 balls of light in sky no sound military chasing it.","1/16/14"
"1/11/14 21:05","Palo Alto","CA","Formation","10 seconds","Boomerang Type Craft with Lights in Formation Seen Flying over Palo Alto, Ca  on Saturday Night.","1/16/14"
"1/11/14 20:00","Falmouth","KY","Circle","2 minutes","Large orange ball moves and hovers above house.-January 11, 2014.","1/16/14"
"1/11/14 19:55","Chesapeake City","MD","Circle","5 minutes","Many white circular activity light above the clouds as if playing a game of tag.","1/16/14"
"1/11/14 19:33","Sun Valley","CA","Light","","4 round orange lights over 170 fwy north bound in San Fernando Valley, CA.","1/16/14"
"1/11/14 19:30","Pueblo","CO","Sphere","30 minutes","Gold or orange sphere's appeared over Pueblo.","1/16/14"
"1/11/14 19:20","Deerfield Beach","FL","Unknown","3 minutes","Four orange spheres in sky over Deerfield Beach, Florida, 1/11/14.","1/16/14"
"1/11/14 19:20","Boca Raton","FL","Light","5 minutes","Four traveling orange lights in formation slowly dimmed to nothing.","1/16/14"
"1/11/14 19:11","Ihtiman (Bulgaria)","","Fireball","2 minutes","A strange red light.","1/16/14"
"1/11/14 19:00","Palmdale","CA","Fireball","5 minutes","Fireball falling at slow speed then flew upwards at high rate of speed without turning around made no noise as it sped upwards.","1/16/14"
"1/11/14 18:00","Tucson","AZ","Cigar","4:00","Silver or white cigar shaped aircraft with no wings.","1/16/14"
"1/11/14 17:15","Princeton","MN","Triangle","10 seconds","Very large bright object flying horizontally across the sky.","1/16/14"
"1/11/14 16:50","La Junta","CO","Oval","2 minutes","Took picture of sunset, and noticed a green/red oval object in the clouds.","1/16/14"
"1/11/14 16:00","Mahi Mahiu (Kenya)","","Cone","12 minutes","Two dark objects following each other caught on photos and a clip.","1/16/14"
"1/11/14 16:00","Roseville","MN","Fireball","10 seconds","Green fireball fast moving.  Shooting down towards the ground.","1/16/14"
"1/11/14 15:30","New Westminster (Canada)","BC","Circle","10 minutes","A flying cluster of white light orbs.","1/16/14"
"1/11/14 04:00","Oviedo (town in Orlando)","FL","Light","30 minutes","I was walking down the street to my neighborhood at 4 AM, and hovering what appeared to be maybe 150 feet from the ground (MUCH closer","1/16/14"
"1/11/14 03:00","Bayville","NJ","Unknown","30 seconds","Strange loud booming noises unknown origin.","1/16/14"
"1/11/14 01:45","Ottawa (Canada)","ON","","7 seconds","Streaking yellowish greenish light from south 4 seconds with giant bright blue flash, no sound.","1/24/14"
"1/10/14 23:50","Napa","CA","Circle","4 minutes","Bright orange circular object seen flying SE to NW for minutes before suddenly disappearing.","1/16/14"
"1/10/14 22:58","Kaneohe","HI","Fireball","90 seconds","A silent red ball of light traveled off the pacific ocean from the east to the south below the clouds for about 90 seconds.","1/16/14"
"1/10/14 22:43","Johannesburg (South Africa)","","Circle","10 minutes","5 bright orange lights spotted moving rapidly accross the nightsky.","1/16/14"
"1/10/14 21:15","Lowell","MI","Flash","1 second","Around 9:15pm last night, in the sky NW of Lowell we witnessed two large flashes of red light that lit up a large, lower portion of the","1/16/14"
"1/10/14 20:50","Newport Beach","CA","Fireball","10 minutes","Hovering Red Orbs over the Newport Beach, CA peninsula.","1/16/14"
"1/10/14 20:40","Mercey Hot Springs/Firebaugh","CA","Light","1 minute","Another bright white flash above Mercey Hot Springs!","1/16/14"
"1/10/14 20:30","Meredith","NH","Fireball","3-5 minutes","Orange glowing orb slowly moving upward then disappeared.","1/16/14"
"1/10/14 20:26","Terrace (Canada)","BC","Unknown","20 seconds","In the west southwest skies over Terrace BC... very far away (so not certain of shape or size) a red and yellow light hovering at first","1/16/14"
"1/10/14 20:00","Yuma","AZ","Unknown","2 minutes","Glowing streak of blue cloud passes quickly over the area in Yuma, AZ.","1/16/14"
"1/10/14 20:00","Knoxville","TN","Light","1 second","Yellow Orange Light Shot Across Sky.","1/16/14"
"1/10/14 18:30","Adams/Friendship (in eastern sky)","WI","","few minutes","We  saw a line of lights in the sky,looking out our back door,,which faces east.I am guessing between 5;30& 7;30pm,,,the evening of the","1/24/14"
"1/10/14 17:30","Placentia","CA","Rectangle","2' 53""","Multicolored craft over golf course.","1/24/14"
"1/10/14 16:30","Pendle (UK/England)","","Light","15 minutes","A light hovered down the hill at a ridiculous speed.","1/16/14"
"1/10/14 09:57","Hartford","CT","Flash","2 minute","((HOAX??)) While i was watching a movie a white flash came from the sky after 1min another flash blinded me  it ended and left","2/14/14"
"1/10/14 06:30","Coal Creek","CO","Sphere","20 minutes","Large, yellowish white reflective sphere with no lights, no sound, no exhaust trail.","1/10/14"
